Instruction,Response
Onde posso encontrar informações sobre o serviço que assessora departamentos e coordenações quanto à administração de dados no Sistema de Informação para o Ensino?,Você pode encontrar informações sobre a Coordenação de Apoio ao Usuário do Sistema Acadêmico (CAUSA) no link: https://www.ufam.edu.br/proeg/causa. Este serviço é responsável por assessorar departamentos e coordenações quanto à administração de dados no Sistema de Informação para o Ensino (SIE).
Coordenação de Orientação Acadêmica (COA) ,"O atendimento da Coordenação de Orientação Acadêmica (COA) é realizado tanto presencialmente quanto online, tendo como público-alvo a comunidade acadêmica e a sociedade de forma geral. Para acessar os serviços oferecidos pela COA, basta clicar no link disponível no texto."
Coordenação de Registro e Controle (CRC),"A Coordenação de Registro e Controle (CRC) é responsável por acompanhar o desempenho acadêmico dos alunos, realizando o registro de todas as atividades e lançamentos no Histórico Escolar e auxiliando os discentes até a Colação de Grau. Para ter acesso aos serviços oferecidos pela CRC, basta clicar no link disponível no texto."
Coordenação de Orientação Acadêmica,A Coordenação de Orientação Acadêmica (COA) presta atendimento (presencial e online) à comunidade acadêmica e sociedade em geral.
Coordenação de Registro de Diploma,A Coordenação de Registro de Diploma (CRD) é responsável por registrar e expedir os diplomas de graduação e de pós-graduação.
Qual o serviço prestado pela Coordenação de Orientação Acadêmica?,A Coordenação de Orientação Acadêmica (COA) presta atendimento (presencial e online) à comunidade acadêmica e sociedade em geral. Acesse aqui.
Quem é responsável por registrar e expedir os diplomas de graduação e de pós-graduação?,A Coordenação de Registro de Diploma (CRD) é responsável por registrar e expedir os diplomas de graduação e de pós-graduação. Acesse aqui.
Como consultar as informações sobre a Coordenação de Orientação Acadêmica (COA),"Acesse o link: <a href=""https://www.ufam.edu.br/academico/orientacao-academica"" target=""_blank"">https://www.ufam.edu.br/academico/orientacao-academica</a> e tenha acesso às informações sobre a COA."
Como consultar as informações sobre a Coordenação de Matrícula (CM),"Acesse o link: <a href=""https://www.ufam.edu.br/academico/matricula"" target=""_blank"">https://www.ufam.edu.br/academico/matricula</a> e tenha acesso às informações sobre a CM."
O que é a Coordenação de Orientação Acadêmica (COA)?,"A Coordenação de Orientação Acadêmica (COA) é uma unidade de atendimento que oferece serviços presenciais e online para a comunidade acadêmica e sociedade em geral. Para acessar a COA, clique aqui."
Quais são as responsabilidades da Coordenação de Registro de Diploma (CRD)?,"A Coordenação de Registro de Diploma (CRD) é responsável por registrar e emitir diplomas de graduação e pós-graduação. Para acessar a CRD, clique aqui."
Como acessar o site da Coordenação de Orientação Acadêmica (COA)?,"Para acessar o site da Coordenação de Orientação Acadêmica (COA), acesse o link na descrição: Acesse aqui Coordenação de Matrícula (CM) 25 A Coordenação de Matrícula (CM) executa todos os procedimentos para inserção ou exclusão de discentes no Sistema Acadêmico."
Como entrar em contato com a Coordenação de Registro e Controle (CRC) da UFAM?,"Para entrar em contato com a Coordenação de Registro e Controle (CRC) da UFAM, acesse o link na descrição: Acesse aqui Coordenação de Registro e Controle (CRC) 27 A Coordenação de Registro e Controle (CRC) é responsável por acompanhar o desempenho da vida acadêmica do aluno e realizar lançamentos de registros no Histórico Escolar."
Acesse aqui Coordenação de Matrícula (CM),"A Coordenação de Matrícula (CM) é responsável por todos os procedimentos de inserção e exclusão de discentes no Sistema Acadêmico. Para acessá-la, basta clicar no link disponibilizado."
Acesse aqui Coordenação de Registro de Diploma (CRD),"A Coordenação de Registro de Diploma (CRD) é responsável pelo registro e emissão de diplomas de graduação e pós-graduação. Para acessá-la, clique no link fornecido."
Quais as informações sobre a Coordenação de Matrícula?,A Coordenação de Matrícula (CM) executa todos os procedimentos para inserção ou exclusão de discentes no Sistema Acadêmico. Acesse aqui.
Quais as informações sobre a Coordenação de Registro e Controle?,"A Coordenação de Registro e Controle (CRC) é quem acompanha o desempenho da vida acadêmica do aluno, acompanhando os lançamentos de registros no Histórico Escolar, bem como todas as atividades necessárias para o discente chegar à Colação de Grau. Acesse aqui."
Qual é o objetivo da Coordenação de Orientação Acadêmica?,"O objetivo da Coordenação de Orientação Acadêmica (COA) é prestar atendimento (presencial e online) à comunidade acadêmica e sociedade em geral. Para acessá-la, acesse este link: https://proeg.ufam.edu.br/coordenacao-de-orientacao-academica.html"
Quais os serviços oferecidos pela Coordenação de Registro de Diploma (CRD)?,"A Coordenação de Registro de Diploma (CRD) é responsável por registrar e expedir os diplomas de graduação e de pós-graduação. Para acessá-la, acesse este link: https://proeg.ufam.edu.br/coordenacao-de-registro-de-diploma.html"
